player,season,team,position,gp,mpg,usage,structural_influence,influence_residual,usage_percentile,influence_percentile,role_classification,canonical_archetype,influence_cv
T. Herro,2024-25,MIA,G,77.0,35.4,0.271,0.0182621033611858,-0.05602484544699813,89.93506493506493,70.67099567099568,TERMINAL SCORER,TERMINAL SCORER,0.6527754875275162
C. Sexton,2024-25,UTA,G,63.0,27.9,0.264,0.0178801436855688,-0.017153355649963137,87.22943722943724,70.34632034632034,TERMINAL SCORER,TERMINAL SCORER,0.8442513907303724
O. Toppin,2024-25,IND,F,79.0,19.6,0.191,0.0177225058527042,-0.0028439308158178522,57.1969696969697,70.02164502164501,TERMINAL SCORER,,0.757317505691322
J. Duren,2023-24,DET,C,61.0,29.1,0.181,0.0173340494176917,-0.0016842322417230833,50.21645021645021,69.91341991341992,TERMINAL SCORER,,0.7901324734163144
R. Westbrook,2024-25,DEN,G,75.0,27.9,0.23,0.0172309645936151,-0.010904959888712661,75.37878787878788,69.8051948051948,TERMINAL SCORER,TERMINAL SCORER,0.8178991319469495
D. Vassell,2024-25,SAS,G-F,64.0,31.0,0.217,0.0170296843917081,-0.014580489952319364,69.91341991341992,69.6969696969697,TERMINAL SCORER,,0.3151847852085443
C. Sexton,2023-24,UTA,G,78.0,26.6,0.267,0.0165616464475822,-0.029350039401510708,88.14935064935064,69.58874458874459,TERMINAL SCORER,TERMINAL SCORER,0.8442513907303724
T. Rozier,2022-23,CHA,G,63.0,35.3,0.262,0.0164805600026649,-0.031173670139254872,86.68831168831169,69.48051948051948,TERMINAL SCORER,TERMINAL SCORER,0.6858441842951816
A. Thompson,2024-25,DET,G-F,59.0,22.5,0.185,0.0161392490047286,-0.0002373925378021946,53.30086580086581,69.37229437229438,TERMINAL SCORER,,0.7379273787203018
B. Hield,2024-25,GSW,G,82.0,22.7,0.196,0.0160351182775485,-0.008034211221070418,60.443722943722946,69.26406926406926,TERMINAL SCORER,,0.803581284669886
T. Mann,2022-23,OKC,G,67.0,17.7,0.2,0.0156296928692436,-0.0003400056468005029,62.5,68.72294372294373,TERMINAL SCORER,,0.8201057181780406
B. Beal,2024-25,PHX,G,53.0,32.1,0.219,0.0153888774156909,-0.009924503264131954,70.56277056277057,68.61471861471861,TERMINAL SCORER,,0.5145141329852738
T. Hardaway Jr.,2023-24,DAL,G-F,79.0,26.8,0.22,0.0152271952464904,-0.021205161097597288,71.04978354978356,68.29004329004329,TERMINAL SCORER,,0.5529650932238901
L. Markkanen,2022-23,UTA,F-C,66.0,34.4,0.259,0.0151271092981873,-0.03336507783802245,85.76839826839827,68.07359307359307,TERMINAL SCORER,TERMINAL SCORER,0.9805084497468616
J. Brown,2023-24,BOS,G-F,70.0,33.5,0.283,0.0149091890295485,-0.050938748480069455,92.74891774891775,67.53246753246754,TERMINAL SCORER,TERMINAL SCORER,0.2122671329733116
E. Mobley,2022-23,CLE,C,79.0,34.4,0.199,0.0146973822679787,-0.025572440984584156,62.01298701298701,67.20779220779221,TERMINAL SCORER,,0.24585601062777857
P. George,2023-24,LAC,F,74.0,33.8,0.264,0.0146326344890787,-0.044044662908204704,87.22943722943724,66.991341991342,TERMINAL SCORER,TERMINAL SCORER,0.5136242922943586
T. Jones,2022-23,SAS,G,68.0,29.2,0.189,0.0144381456607929,-0.012439315424369745,56.493506493506494,66.88311688311688,TERMINAL SCORER,,1.739958818338151
P. Banchero,2022-23,ORL,F,72.0,33.7,0.272,0.0142826746748599,-0.04352001297331254,90.25974025974025,66.45021645021644,TERMINAL SCORER,TERMINAL SCORER,0.7065405549044375
N. Powell,2024-25,LAC,G,60.0,32.6,0.255,0.013968971341717,-0.024228552715028703,84.46969696969697,66.01731601731602,TERMINAL SCORER,TERMINAL SCORER,0.797116093021199
T. Eason,2024-25,HOU,F,57.0,24.9,0.185,0.0136447333417513,-0.0029283570397403806,53.30086580086581,65.80086580086581,TERMINAL SCORER,,0.7557831448603264
B. Sensabaugh,2024-25,UTA,F,71.0,20.2,0.208,0.0134396269887332,-0.00578883248570795,66.61255411255411,65.36796536796537,TERMINAL SCORER,,0.518908623332891
Z. Williamson,2024-25,NOP,F,30.0,28.6,0.325,0.0134187431262221,-0.006259389087694274,98.7012987012987,65.25974025974025,TERMINAL SCORER,TERMINAL SCORER,0.8431114870755151
L. James,2023-24,LAL,F,71.0,35.3,0.285,0.0133151492637531,-0.05379496849983796,93.18181818181817,64.93506493506493,TERMINAL SCORER,TERMINAL SCORER,0.7190097772008323
D. McDermott,2022-23,SAS,F,64.0,20.5,0.186,0.0133066667362213,-0.003625500133249705,54.38311688311688,64.82683982683982,TERMINAL SCORER,,0.9871508801995181
D. Gafford,2024-25,DAL,F-C,57.0,21.5,0.186,0.0131579515480267,-0.0012277162102421676,54.38311688311688,64.17748917748918,TERMINAL SCORER,,1.2755270812969108
D. Hunter,2022-23,ATL,F-G,67.0,31.7,0.193,0.0131568914564661,-0.014980750588865532,58.549783549783555,64.06926406926407,TERMINAL SCORER,,0.6572737663694291
K. Leonard,2023-24,LAC,F,68.0,34.3,0.261,0.0130483865384777,-0.04291198108233199,86.41774891774891,63.63636363636363,TERMINAL SCORER,TERMINAL SCORER,0.5975398480627494
D. Banton,2023-24,POR,F,54.0,19.4,0.25,0.0129579389535918,-0.0025312668291981536,82.84632034632034,63.41991341991342,TERMINAL SCORER,TERMINAL SCORER,1.0342352046656442
J. Morant,2024-25,MEM,G,50.0,30.4,0.312,0.0128998554382713,-0.017871646395911673,97.67316017316018,63.095238095238095,TERMINAL SCORER,TERMINAL SCORER,1.0994721252225967
K. Johnson,2023-24,SAS,F-G,69.0,29.5,0.212,0.0128883301443525,-0.017355458242730708,68.77705627705627,62.98701298701299,TERMINAL SCORER,,0.40363193417519155
M. Brogdon,2023-24,POR,G,39.0,28.7,0.226,0.0128802761219376,-0.004245044275018104,73.91774891774891,62.77056277056276,TERMINAL SCORER,,0.837673307105631
P. George,2024-25,PHI,F,41.0,32.5,0.233,0.0128213508612693,-0.006860165308520063,76.67748917748918,62.66233766233766,TERMINAL SCORER,TERMINAL SCORER,0.5136242922943586
M. Turner,2023-24,IND,C-F,77.0,27.0,0.234,0.012771923292564,-0.020068351468885796,77.21861471861472,62.55411255411255,TERMINAL SCORER,TERMINAL SCORER,0.8514927696608325
G. Trent Jr.,2022-23,TOR,G-F,66.0,32.1,0.209,0.0126643254444449,-0.022123550023059976,67.15367965367966,62.22943722943724,TERMINAL SCORER,,0.2135414942380127
C. Payne,2022-23,PHX,G,48.0,20.2,0.239,0.0125992148611068,-0.002610554751136241,79.70779220779221,61.904761904761905,TERMINAL SCORER,TERMINAL SCORER,0.7295862880626266
A. Simons,2022-23,POR,G,62.0,35.0,0.247,0.0125772880657508,-0.028937887730665836,81.87229437229438,61.79653679653679,TERMINAL SCORER,TERMINAL SCORER,0.6776089967014391
R. Barrett,2022-23,NYK,F-G,73.0,33.9,0.256,0.0125614313158853,-0.04869200583882031,84.95670995670996,61.68831168831169,TERMINAL SCORER,TERMINAL SCORER,0.7708606497832785
K. Irving,2024-25,DAL,G,50.0,36.1,0.264,0.0125084511351567,-0.02439602218231312,87.22943722943724,61.58008658008658,TERMINAL SCORER,TERMINAL SCORER,0.5118427587308969
S. Sharpe,2023-24,POR,G,32.0,33.1,0.22,0.0124415008072035,-0.003194589165409132,71.04978354978356,61.36363636363637,TERMINAL SCORER,,0.37286696714148315
S. Sharpe,2024-25,POR,G,72.0,31.3,0.25,0.0123949918643879,-0.03530470740781217,82.84632034632034,61.25541125541125,TERMINAL SCORER,TERMINAL SCORER,0.37286696714148315
B. Beal,2022-23,WAS,G,50.0,33.5,0.288,0.0122072406000588,-0.023764594003877627,94.1017316017316,61.14718614718615,TERMINAL SCORER,TERMINAL SCORER,0.5145141329852738
M. Monk,2024-25,SAC,G,65.0,31.6,0.236,0.0121214432648893,-0.027213553308317165,78.1926406926407,61.038961038961034,TERMINAL SCORER,TERMINAL SCORER,0.6291364043354154
D. Mitchell,2023-24,CLE,G,55.0,35.3,0.301,0.0120297329721795,-0.03778109621913564,96.32034632034632,60.930735930735935,TERMINAL SCORER,TERMINAL SCORER,1.0637948662761685
J. Clarkson,2023-24,UTA,G,55.0,30.6,0.255,0.0119125323450073,-0.017537545611856935,84.46969696969697,60.60606060606061,TERMINAL SCORER,TERMINAL SCORER,0.5419272680131105
S. Barnes,2023-24,TOR,F-G,60.0,34.9,0.24,0.0118032854061268,-0.023437745717408608,80.14069264069265,60.497835497835496,TERMINAL SCORER,TERMINAL SCORER,0.5481493175693072
C. Wood,2022-23,DAL,F,67.0,25.9,0.259,0.0117893146263629,-0.020365973681678202,85.76839826839827,60.3896103896104,TERMINAL SCORER,TERMINAL SCORER,1.0466251787761418
D. Brooks,2022-23,MEM,G-F,73.0,30.3,0.214,0.0117544241610935,-0.024432565879348847,69.48051948051948,60.28138528138528,TERMINAL SCORER,,0.20543820525005013
O. Anunoby,2024-25,NYK,F-G,74.0,36.6,0.195,0.0117524367823032,-0.032090855250211506,59.68614718614719,60.17316017316018,TERMINAL SCORER,,0.5522066516434718
J. Butler III,2022-23,MIA,F,64.0,33.4,0.248,0.0117420031875862,-0.03250476521250963,82.3051948051948,60.064935064935064,TERMINAL SCORER,TERMINAL SCORER,0.4128741402480795
D. Russell,2023-24,LAL,G,76.0,32.7,0.222,0.0117326779554159,-0.0296276754776422,71.9155844155844,59.95670995670995,TERMINAL SCORER,,1.0222667228410316
C. LeVert,2022-23,CLE,G,74.0,30.2,0.183,0.0116952611164931,-0.016304094146629797,51.67748917748918,59.84848484848485,TERMINAL SCORER,,0.5772200812256689
J. Ivey,2022-23,DET,G,74.0,31.1,0.251,0.011547389386994,-0.034874220763941546,83.38744588744589,59.523809523809526,TERMINAL SCORER,TERMINAL SCORER,0.5407001716710285
C. Cunningham,2023-24,DET,G,62.0,33.5,0.298,0.0115427190095198,-0.040341750249445474,95.83333333333334,59.41558441558441,TERMINAL SCORER,TERMINAL SCORER,0.9241967519540555
K. Thompson,2023-24,GSW,G,77.0,29.7,0.234,0.0114975408474787,-0.034348426066990685,77.21861471861472,59.307359307359306,TERMINAL SCORER,TERMINAL SCORER,0.3687656015948388
C. Whitmore,2023-24,HOU,F,47.0,18.7,0.255,0.011474896486832,-0.0039861616890496075,84.46969696969697,59.19913419913419,TERMINAL SCORER,TERMINAL SCORER,0.4166169259738241
O. Anunoby,2022-23,TOR,F,67.0,35.6,0.192,0.0113087530862654,-0.022213445691067743,57.95454545454546,59.09090909090909,TERMINAL SCORER,,0.5522066516434718
J. Smith,2023-24,IND,F-C,61.0,17.2,0.187,0.0112913594453994,-0.00184704723536183,55.35714285714286,58.98268398268398,TERMINAL SCORER,,0.4491926231387758
C. Anthony,2023-24,ORL,G,81.0,22.4,0.232,0.011161803952837,-0.01733803731626763,76.24458874458875,58.658008658008654,TERMINAL SCORER,TERMINAL SCORER,0.5670568092541495
M. Brogdon,2022-23,BOS,G,67.0,26.0,0.223,0.0111371039908836,-0.014761851538100359,72.34848484848484,58.549783549783555,TERMINAL SCORER,,0.837673307105631
K. Durant,2024-25,PHX,F,62.0,36.5,0.283,0.0111145242757635,-0.043906747891401615,92.74891774891775,58.333333333333336,TERMINAL SCORER,TERMINAL SCORER,0.9169747317418292
D. Reath,2023-24,POR,C,68.0,17.9,0.202,0.0111060906815873,-0.005089565371654371,64.06926406926407,58.22510822510822,TERMINAL SCORER,,1.1591494619902198
T. Harris,2023-24,PHI,F,70.0,33.8,0.203,0.0110606879469019,-0.02464957940387884,64.66450216450217,58.11688311688312,TERMINAL SCORER,,0.49187637120719824
F. Wagner,2023-24,ORL,F,72.0,32.5,0.25,0.011051484996885,-0.04388375504452607,82.84632034632034,58.00865800865801,TERMINAL SCORER,TERMINAL SCORER,0.851372438054426
C. Payne,2024-25,NYK,G,72.0,15.1,0.2,0.0109410579710539,-0.004174415194381144,62.5,57.7922077922078,TERMINAL SCORER,,0.7295862880626266
K. Durant,2022-23,PHX,F,47.0,35.6,0.305,0.0109183892545642,-0.00032979575232931074,96.75324675324676,57.57575757575758,TERMINAL SCORER,TERMINAL SCORER,0.9169747317418292
K. Oubre Jr.,2023-24,PHI,F-G,68.0,30.2,0.22,0.0108706995796248,-0.02238093752071361,71.04978354978356,57.35930735930735,TERMINAL SCORER,,0.5467390084907661
T. Maxey,2022-23,PHI,G,60.0,33.6,0.236,0.0107804976979823,-0.02843740705894317,78.1926406926407,56.81818181818182,TERMINAL SCORER,TERMINAL SCORER,0.4311284325348297
J. Grant,2023-24,POR,F,54.0,33.9,0.255,0.0107157370108771,-0.026194886516797126,84.46969696969697,56.709956709956714,TERMINAL SCORER,TERMINAL SCORER,0.7111947758945044
D. Murray,2022-23,ATL,G,74.0,36.4,0.239,0.010706957909716,-0.04407505843579325,79.70779220779221,56.6017316017316,TERMINAL SCORER,TERMINAL SCORER,0.8202130332406405
A. Reaves,2023-24,LAL,G,82.0,32.1,0.198,0.01070263509836,-0.02820011012217181,61.58008658008658,56.493506493506494,TERMINAL SCORER,,0.7262241903732407
E. Mobley,2024-25,CLE,C,71.0,30.5,0.226,0.01064955345961,-0.024630856331938844,73.91774891774891,56.27705627705628,TERMINAL SCORER,,0.24585601062777857
J. Giddey,2024-25,CHI,G,70.0,30.2,0.214,0.0105904534595144,-0.020361478815316095,69.48051948051948,56.16883116883117,TERMINAL SCORER,,1.048590802099995
B. Miller,2023-24,CHA,F,74.0,32.2,0.235,0.0105882399913156,-0.03902650142741634,77.81385281385282,56.060606060606055,TERMINAL SCORER,TERMINAL SCORER,0.3639622414800644
I. Quickley,2022-23,NYK,G,81.0,28.9,0.203,0.0104681771137414,-0.024425287443033315,64.66450216450217,55.73593073593074,TERMINAL SCORER,,0.505534054732626
P. George,2022-23,LAC,F,56.0,34.6,0.294,0.0104291879617767,-0.03194500011017615,95.23809523809523,55.62770562770562,TERMINAL SCORER,TERMINAL SCORER,0.5136242922943586
J. Alvarado,2022-23,NOP,G,61.0,21.5,0.191,0.0104092275307908,-0.006528622162141343,57.1969696969697,55.519480519480524,TERMINAL SCORER,,0.7578186368171598
K. Filipowski,2024-25,UTA,C,72.0,21.1,0.184,0.0102485090887883,-0.008087112289999027,52.435064935064936,55.1948051948052,TERMINAL SCORER,,0.42786588672404857
T. Murphy III,2023-24,NOP,F,57.0,29.7,0.182,0.0102352848173269,-0.011108739925516397,50.91991341991342,55.086580086580085,TERMINAL SCORER,,1.0948034051080484
L. Dončić,2024-25,LAL,F-G,50.0,35.4,0.328,0.0102275050125294,-0.00714093126583292,98.80952380952381,54.97835497835498,TERMINAL SCORER,TERMINAL SCORER,0.7093615865588554
A. Black,2024-25,ORL,G,78.0,24.2,0.19,0.0101181262696474,-0.014034980068946712,56.709956709956714,54.87012987012987,TERMINAL SCORER,,0.8894213708341523
G. Hayward,2022-23,CHA,F,50.0,31.5,0.196,0.0101156150509629,-0.009802000696890528,60.443722943722946,54.761904761904766,TERMINAL SCORER,,0.7910811610162296
M. Bridges,2022-23,BKN,G-F,83.0,35.7,0.223,0.010105564729579,-0.009112983346872808,72.34848484848484,54.65367965367965,TERMINAL SCORER,,1.281958532165081
K. Johnson,2022-23,SAS,F-G,63.0,32.8,0.273,0.0099543294316193,-0.03650819772750725,90.80086580086581,54.004329004329,TERMINAL SCORER,TERMINAL SCORER,0.40363193417519155
T. Hardaway Jr.,2022-23,DAL,G-F,71.0,30.3,0.201,0.0099517448434983,-0.021733129328713435,63.25757575757576,53.896103896103895,TERMINAL SCORER,,0.5529650932238901
L. Ball,2022-23,CHA,G,36.0,35.2,0.289,0.0097288277916492,-0.012717897369291197,94.53463203463204,53.35497835497836,TERMINAL SCORER,TERMINAL SCORER,0.4937986790190177
F. Wagner,2022-23,ORL,F,80.0,32.6,0.23,0.0097212229256088,-0.04724194348494049,75.37878787878788,53.246753246753244,TERMINAL SCORER,TERMINAL SCORER,0.851372438054426
J. Suggs,2023-24,ORL,G,75.0,27.0,0.191,0.0096820843263776,-0.016475078931117236,57.1969696969697,53.13852813852814,TERMINAL SCORER,,0.568617912769335
C. McCollum,2023-24,NOP,G,66.0,32.7,0.244,0.009649611931412,-0.0319511950794281,81.06060606060606,53.03030303030303,TERMINAL SCORER,TERMINAL SCORER,0.5405924147666081
J. Randle,2024-25,MIN,F-C,69.0,32.3,0.246,0.009621172914461,-0.0291176583284587,81.43939393939394,52.70562770562771,TERMINAL SCORER,TERMINAL SCORER,0.9991205591110297
A. Drummond,2024-25,PHI,C,40.0,18.8,0.183,0.0095803548532908,-0.0019451525552545527,51.67748917748918,52.5974025974026,TERMINAL SCORER,,1.1182757722528849
J. Butler III,2023-24,MIA,F,60.0,34.0,0.235,0.0095674403369115,-0.027748015376230048,77.81385281385282,52.489177489177486,TERMINAL SCORER,TERMINAL SCORER,0.4128741402480795
W. Carter Jr.,2022-23,ORL,C-F,57.0,29.6,0.204,0.0094515507605593,-0.01038583880539548,65.15151515151516,52.056277056277054,TERMINAL SCORER,,0.3530108971406316
J. Tatum,2022-23,BOS,F-G,74.0,36.9,0.319,0.0094131661251301,-0.0903133053683506,98.26839826839827,51.94805194805194,TERMINAL SCORER,TERMINAL SCORER,0.905694528390643
M. Bagley III,2022-23,DET,F,42.0,23.6,0.202,0.0093886239161877,-0.004190745610348014,64.06926406926407,51.73160173160173,TERMINAL SCORER,,0.7670772237825823
H. Diallo,2022-23,DET,G,56.0,17.8,0.21,0.0092529548556964,-0.005028985303366951,67.8030303030303,51.298701298701296,TERMINAL SCORER,,
D. Knecht,2024-25,LAL,F,78.0,19.2,0.181,0.0091870108078495,-0.009034996602779921,50.21645021645021,51.19047619047619,TERMINAL SCORER,,0.2186623719273992
L. Shamet,2022-23,PHX,G,40.0,20.2,0.186,0.0091726820760322,-0.003581646557382214,54.38311688311688,51.082251082251084,TERMINAL SCORER,,1.308027459120657
D. Hunter,2023-24,ATL,F-G,57.0,29.5,0.204,0.0091682826354393,-0.014123924862210103,65.15151515151516,50.97402597402597,TERMINAL SCORER,,0.6572737663694291
M. Bridges,2023-24,CHA,F,69.0,37.4,0.242,0.0091037604668456,-0.05221165593374946,80.57359307359307,50.649350649350644,TERMINAL SCORER,TERMINAL SCORER,1.281958532165081
B. Bogdanović,2023-24,ATL,G,79.0,30.4,0.218,0.0090429638299154,-0.03245358745294094,70.23809523809523,50.541125541125545,TERMINAL SCORER,,0.6496409257979296
K. Towns,2024-25,NYK,C-F,72.0,35.0,0.265,0.0086510699142422,-0.04752876102000561,87.5,49.458874458874455,TERMINAL SCORER,TERMINAL SCORER,0.6886764864979913
J. Kuminga,2023-24,GSW,F,74.0,26.3,0.237,0.0085906292347414,-0.02524718997454916,78.57142857142857,49.134199134199136,TERMINAL SCORER,TERMINAL SCORER,0.6655783381755429
D. Bane,2022-23,MEM,G,58.0,31.7,0.252,0.0085545734139242,-0.027524128664154,83.71212121212122,49.02597402597403,TERMINAL SCORER,TERMINAL SCORER,0.38633574617384625
K. Irving,2023-24,DAL,G,58.0,35.0,0.274,0.0085289447390012,-0.04036602626028392,91.45021645021644,48.917748917748916,TERMINAL SCORER,TERMINAL SCORER,0.5118427587308969
D. Fox,2024-25,SAS,G,62.0,36.1,0.274,0.0084900589837112,-0.004088509371484814,91.45021645021644,48.80952380952381,TERMINAL SCORER,TERMINAL SCORER,0.6187755559425498
S. Dinwiddie,2022-23,BKN,G,79.0,34.5,0.22,0.0084126637667025,-0.005714474316354913,71.04978354978356,48.59307359307359,TERMINAL SCORER,,1.00788471838031
T. Rozier,2024-25,MIA,G,64.0,25.9,0.195,0.0084012608194473,-0.013139747699914684,59.68614718614719,48.484848484848484,TERMINAL SCORER,,0.6858441842951816
K. Towns,2023-24,MIN,C-F,62.0,32.7,0.268,0.0082996797516048,-0.0365591252887411,88.58225108225109,48.268398268398265,TERMINAL SCORER,TERMINAL SCORER,0.6886764864979913
E. Mobley,2023-24,CLE,C,50.0,30.6,0.2,0.0082936972131612,-0.011605565534409803,62.5,48.05194805194805,TERMINAL SCORER,,0.24585601062777857
J. Randle,2023-24,NYK,F-C,46.0,35.4,0.287,0.0082922586567139,-0.02377392114577459,93.83116883116884,47.943722943722946,TERMINAL SCORER,TERMINAL SCORER,0.9991205591110297
C. LeVert,2024-25,ATL,G,64.0,24.9,0.191,0.008272750441657,-0.004173117807513999,57.1969696969697,47.72727272727273,TERMINAL SCORER,,0.5772200812256689
D. Robinson,2023-24,MIA,F,68.0,28.0,0.184,0.0082644025868797,-0.015782276023090194,52.435064935064936,47.61904761904761,TERMINAL SCORER,,1.3017807955067875
A. Burks,2022-23,DET,G,51.0,22.0,0.218,0.0082098763543679,-0.008479308030181433,70.23809523809523,47.51082251082251,TERMINAL SCORER,,0.5489361360496537
J. Green,2023-24,HOU,F,82.0,31.7,0.27,0.0081854227346869,-0.005974107647940442,89.44805194805194,47.34848484848485,TERMINAL SCORER,TERMINAL SCORER,1.356105897210686
T. Warren,2022-23,PHX,F,42.0,16.4,0.185,0.0081250303532237,-0.003090612147332047,53.30086580086581,46.75324675324675,TERMINAL SCORER,,
T. Watford,2024-25,BKN,G-F,44.0,20.7,0.226,0.0081148136229551,-0.006691624003555167,73.91774891774891,46.64502164502164,TERMINAL SCORER,,0.5694920502113667
J. Okogie,2024-25,CHA,G,40.0,15.6,0.185,0.0080198996330769,-0.003174755614837632,53.30086580086581,46.21212121212121,TERMINAL SCORER,,0.2753756594810923
L. Markkanen,2023-24,UTA,F-C,55.0,33.1,0.241,0.0079938019686744,-0.02466733744461213,80.35714285714286,46.103896103896105,TERMINAL SCORER,TERMINAL SCORER,0.9805084497468616
L. Dort,2022-23,OKC,G,74.0,30.7,0.194,0.0079788582986886,-0.02150715059021372,58.98268398268398,45.995670995671,TERMINAL SCORER,,0.2817399402587733
G. Dick,2024-25,TOR,G-F,54.0,29.4,0.209,0.0079757041276468,-0.014556878103159393,67.15367965367966,45.887445887445885,TERMINAL SCORER,,0.6984586186874236
N. Reid,2023-24,MIN,C-F,81.0,24.2,0.223,0.0079503393914502,-0.025190218604672812,72.34848484848484,45.56277056277056,TERMINAL SCORER,,0.8585911270023678
K. Kuzma,2022-23,WAS,F,64.0,35.0,0.273,0.0077360108912724,-0.045372339954168006,90.80086580086581,45.12987012987013,TERMINAL SCORER,TERMINAL SCORER,1.6358048339831333
T. Jerome,2024-25,CLE,G-F,70.0,19.9,0.229,0.0077310339462054,-0.012393594738425492,74.78354978354979,45.02164502164502,TERMINAL SCORER,,0.6173120572461416
J. Grant,2024-25,POR,F,47.0,32.4,0.192,0.0077137322599704,-0.011833653769228212,57.95454545454546,44.8051948051948,TERMINAL SCORER,,0.7111947758945044
I. Quickley,2023-24,TOR,G,68.0,29.2,0.233,0.0077045069848913,-0.011751050385434024,76.67748917748918,44.696969696969695,TERMINAL SCORER,TERMINAL SCORER,0.505534054732626
J. Smith,2022-23,IND,F-C,68.0,18.8,0.201,0.0076404265383627,-0.0076865835719349615,63.25757575757576,44.48051948051948,TERMINAL SCORER,,0.4491926231387758
P. Pritchard,2024-25,BOS,G,80.0,28.4,0.186,0.0076272555853771,-0.018490292068115796,54.38311688311688,44.26406926406926,TERMINAL SCORER,,0.45073573998163263
A. Gordon,2024-25,DEN,F,51.0,28.4,0.186,0.007544293328324,-0.008651758363167342,54.38311688311688,44.047619047619044,TERMINAL SCORER,,0.4404598413658717
J. Wiseman,2022-23,DET,C,45.0,19.3,0.212,0.0074485295440329,-0.004386667364485101,68.77705627705627,43.722943722943725,TERMINAL SCORER,,0.62131682327135
C. Boucher,2024-25,TOR,F,50.0,17.2,0.208,0.0074435529078842,-0.005847864822826413,66.61255411255411,43.506493506493506,TERMINAL SCORER,,0.47484243811526666
G. Trent Jr.,2023-24,TOR,G,71.0,28.1,0.195,0.0074188880238739,-0.02204508626845675,59.68614718614719,43.290043290043286,TERMINAL SCORER,,0.2135414942380127
J. Hawkins,2024-25,NOP,G,56.0,23.6,0.204,0.0072768661947195,-0.010739159419091295,65.15151515151516,42.74891774891775,TERMINAL SCORER,,0.6219480361846321
K. Johnson,2024-25,BKN,G,79.0,24.4,0.212,0.0072643006097595,-0.020575577140880628,68.77705627705627,42.532467532467535,TERMINAL SCORER,,0.40363193417519155
M. Branham,2023-24,SAS,F,75.0,21.3,0.192,0.0071680027139721,-0.013011135223758394,57.95454545454546,42.2077922077922,TERMINAL SCORER,,0.498935654566145
R. Council IV,2024-25,PHI,G,73.0,17.1,0.196,0.0071516348964764,-0.00982908228291917,60.443722943722946,42.099567099567096,TERMINAL SCORER,,0.9186598855340798
C. Duarte,2022-23,IND,G,46.0,19.5,0.181,0.0071355695471484,-0.005779970178556485,50.21645021645021,41.99134199134199,TERMINAL SCORER,,0.3764353415604091
M. Branham,2022-23,SAS,F,66.0,23.5,0.188,0.0071151355359774,-0.012318917706032564,56.11471861471862,41.883116883116884,TERMINAL SCORER,,0.498935654566145
D. Schröder,2024-25,DET,G,75.0,28.1,0.211,0.0070652463618616,-0.0051014693441733885,68.34415584415584,41.55844155844156,TERMINAL SCORER,,0.5935047944311359
J. Nurkić,2023-24,PHX,C,76.0,27.3,0.187,0.0070386885118218,-0.015436379679933223,55.35714285714286,41.34199134199134,TERMINAL SCORER,,0.7877415297233742
T. Herro,2023-24,MIA,G,42.0,33.5,0.268,0.0070025390096682,-0.019925469747570573,88.58225108225109,41.01731601731602,TERMINAL SCORER,TERMINAL SCORER,0.6527754875275162
C. Thomas,2022-23,BKN,G,57.0,16.6,0.268,0.0069187984760278,-0.010504680097166243,88.58225108225109,40.692640692640694,TERMINAL SCORER,TERMINAL SCORER,0.645418368436662
C. Holmgren,2024-25,OKC,C-F,32.0,27.4,0.214,0.0068878327804872,-0.006516355924707783,69.48051948051948,40.476190476190474,TERMINAL SCORER,,1.3752500814620463
K. Olynyk,2024-25,NOP,F-C,44.0,20.2,0.185,0.0067944807672976,-0.0044802619929853365,53.30086580086581,40.15151515151515,TERMINAL SCORER,,0.57322246789177
T. Herro,2022-23,MIA,G,67.0,34.9,0.25,0.0067794055190372,-0.041456514379988804,82.84632034632034,39.935064935064936,TERMINAL SCORER,TERMINAL SCORER,0.6527754875275162
D. Murray,2024-25,NOP,G,31.0,32.6,0.263,0.0067252249822093,-0.01016257465785869,86.95887445887446,39.5021645021645,TERMINAL SCORER,TERMINAL SCORER,0.8202130332406405
D. Garland,2023-24,CLE,G,57.0,33.3,0.249,0.0067195124863864,-0.025557820512844664,82.46753246753246,39.39393939393939,TERMINAL SCORER,TERMINAL SCORER,0.9366963400627222
J. Williams,2023-24,OKC,G-F,71.0,31.3,0.232,0.006606263148607,-0.03110493856679068,76.24458874458875,38.85281385281385,TERMINAL SCORER,TERMINAL SCORER,1.5734206245879176
Z. Collins,2023-24,SAS,F-C,69.0,22.1,0.224,0.0065956195148044,-0.01442558949814201,72.94372294372295,38.63636363636363,TERMINAL SCORER,,1.4124269429730902
M. Bridges,2024-25,CHA,F,64.0,31.7,0.273,0.0065570893083888,-0.04186958974867651,90.80086580086581,38.41991341991342,TERMINAL SCORER,TERMINAL SCORER,1.281958532165081
D. Robinson,2024-25,MIA,F,74.0,24.1,0.187,0.0065436763022413,-0.014773411657407028,55.35714285714286,38.20346320346321,TERMINAL SCORER,,1.3017807955067875
B. Beal,2023-24,PHX,G,53.0,33.3,0.224,0.0065404249893258,-0.019984293374273578,72.94372294372295,38.095238095238095,TERMINAL SCORER,,0.5145141329852738
E. Omoruyi,2022-23,DET,F,40.0,16.1,0.192,0.006524825637095,-0.004717960521152252,57.95454545454546,37.98701298701299,TERMINAL SCORER,,0.612253790523245
J. Wall,2022-23,LAC,Guard,34.0,22.2,0.259,0.0065190367850496,-0.007822598061065777,85.76839826839827,37.878787878787875,TERMINAL SCORER,TERMINAL SCORER,
